scientificName,scientificNameAuthorship,subtaxonAuthorship,commonName,kingdom,phylum,subphylum,superclass,class,subclass,superorder,order,suborder,superfamily,family,subfamily,tribe,genus,specificEpithet,hybrid,subspecies,variety,establishmentMeans,provincialStatus,nationalStatus,firstReported,firstReportedBy,firstReportedSource,firstReportedCollectionNumber,firstReportedGBIF,lastReported,lastReportedBy,lastReportedSource,lastReportedCollectionNumber,lastReportedGBIF,recordCount,reportingStatus,iNatObservationStatus,notes,ID,statsCode,iNaturalistTaxonId,iNaturalistTaxonName,nameStatus
Anisocarpus madioides,Nutt.,,woodland tarweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Madieae,Anisocarpus, Anisocarpus madioides,,,,native,S5 (2019),,2018-12-15,Ben Keen,iNaturalist,19035609,,2024-10-06,Gavin Petersen,iNaturalist,246049605,,23,new 2018,observed,,53137,VAS,53137,Anisocarpus madioides,accepted
Antennaria alpina,(L.) Gaertn.,,alpine pussytoes,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Gnaphalieae,Antennaria,Antennaria alpina,,,,native,S5 (2015),,1964-09-20,"Vladimir J. Krajina, R.C. Brooke",UBC,V108846,,1966-08-01,B. Fraser,UBC,V158269,,2,reported,unobserved,UBC:  Antennaria pallida,154163,VAS,154163,Antennaria alpina,accepted
Antennaria howellii,Greeene,,small pussytoes,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Gnaphalieae,Antennaria,Antennaria howellii,,,,native,S5 (2015),,2015-05-10,hillanddale,iNaturalist,9535369,,2018-05-10,tomdadom,iNaturalist,12500789,,3,confirmed,observed,,75471,VAS,75463,Antennaria howellii,accepted
Antennaria media,Greene,,dark pussytoes,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Gnaphalieae,Antennaria,Antennaria media,,,,native,S5 (2019),,1951-08-01,M.R. Jackson,UBC,V47584,,2024-08-29,stem57,iNaturalist,240499437,,14,confirmed,observed,,75466,VAS,75466,Antennaria media,accepted
Antennaria neglecta,Greene,,field pussytoes,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Gnaphalieae,Antennaria,Antennaria neglecta,,,,native,S4 (2018),,1986-05-29,William Merilees,RBCM,V155110,,2020-07-01,"LGL Limited, Environmental Research Associates, Sidney, BC",UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,LGL2020:32,,2,reported,unobserved,RBCM:  Squamish Evans Lake,127005,VAS,127005,Antennaria neglecta,accepted
Antennaria rosea,Greene,,rosy pussytoes,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Gnaphalieae,Antennaria,Antennaria rosea,,,,native,SNR (2015),,1913-08-03,H. Sampson,UBC,V190638,,2024-07-23,nicofret,iNaturalist,231344004,,16,confirmed,observed,iNat: needs i.d.,53096,VAS,53096,Antennaria rosea,accepted
Antennaria umbrinella,Rydb.,,umber pussytoes,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Gnaphalieae,Antennaria,Antennaria umbrinella,,,,native,S5 (2019),,1912-07-12,John Davidson,UBC,V44832,,2023-08-01,phmstone,iNaturalist,187100631,,5,confirmed,observed,,75471,VAS,75471,Antennaria umbrinella,accepted
Anthoxanthum hirtum,(Schrank) Y. Schouten & Veldkamp,,northern sweetgrass,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,Anthoxanthum,Anthoxanthum hirtum,,,,native,S5 (2015),,1997-05-18,Gerald B. Straley,UBC,V226206,,2024-05-02,aidenkrysciak87,iNaturalist,213075863,,14,confirmed,observed,Gerald B. Straley reports syn. Anthoxanthum nitens (V226206),204239,VAS,204239,Anthoxanthum hirtum,accepted
Anthoxanthum odoratum,L.,,sweet vernal grass,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,Anthoxanthum,Anthoxanthum odoratum,,,,exotic,SNA (2019),,2006-05-27,,,CMN:591412 (J.M. Saarela 500),,2024-09-16,Cassidy Best,iNaturalist,242235480,,87,confirmed,observed,,75475,VAS,75475,Anthoxanthum odoratum,accepted
Anthriscus caucalis,M.Bieb.,,bur chervil,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,Apiaceae,Apioideae,Scandiceae,Anthriscus,Anthriscus caucalis,,,,exotic,SNA (2019),,2023-03-17,John D Reynolds,iNaturalist,151550745,,2023-06-11,Natalia Porro,iNaturalist,166825868,,4,new 2023,observed,,52846,VAS,52846,Anthriscus caucalis,accepted
Anthriscus sylvestris,(L.) Hoffm.,,wild chervil,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,Apiaceae,Apioideae,Scandiceae,Anthriscus,Anthriscus caucalis,,,,exotic,SNA (2019),,2022-05-08,pheavyside,iNaturalist,116240098,,2022-06-13,Lyrae,iNaturalist,122573990,,2,new 2022,observed,,124544,VAS,124544,Anthriscus sylvestris,accepted
Aphyllon californicum ssp. californicum,(Cham. & Schltdl.) A.Gray,,California broomrape,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Orobanchaceae,,Orobancheae,Aphyllon,Aphyllon californicum,,Aphyllon californicum californicum,,native,S4 (2019),,2022-07-16,Ben Keen,iNaturalist,126566925,,2022-07-16,Ben Keen,iNaturalist,126566925,,2,new 2022,observed,,802465,VAS,802465,Aphyllon californicum californicum,accepted
Apocynum androsaemifolium,L.,,spreading dogbane,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,Apocynaceae,Apocynoideae,Apocyneae,Apocynum,Apocynum androsaemifolium,,,,native,S5 (2000),,1963-06-04,David L. Krause,UBC,V106975,,2024-06-28,judith holm,iNaturalist,225858811,,34,confirmed,observed,,47359,VAS,47359,Apocynum androsaemifolium,accepted
Aquilegia formosa,Fisch. ex DC.,,western columbine,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Thalictroideae,,Aquilegia,Aquilegia formosa,,,,native,S5 (2015),,1912-08-15,John Davidson,UBC,V35984,,2024-09-10,Stefania Goodrich,iNaturalist,240994797,,218,confirmed,observed,,48244,VAS,48244,Aquilegia formosa,accepted
Aquilegia vulgaris,L.,,common columbine,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Thalictroideae,,Aquilegia,Aquilegia vulgaris,,,,exotic,SNA (2019),,2019-05-17,judith holm,iNaturalist,25291895,,2024-06-06,ellenbutler,iNaturalist,220990712,,26,new 2019,observed,,51807,VAS,51807,Aquilegia vulgaris,accepted
Arabidopsis thaliana,(L.) Heynh.,,mouse-ear cress,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,Brassicoideae,Arabidopsideae,Arabidopsis,Arabidopsis thaliana,,,,exotic,SNA (2019),,2019-04-02,Ben Keen,iNaturalist,21930810,,2023-05-01,Jackson W.F. Chu,iNaturalist,158982578,,6,new 2019,observed,,55021,VAS,55021,Arabidopsis thaliana,accepted
Arabis eschscholtziana,Andrz.,,Eschscholtz's rockcress,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,Brassicoideae,Arabideae,Arabis,Arabis eschscholtziana,,,,native,S5 (2019),,1925-05-03,George Hardy,RBCM,V007549,,2020-07-01,"LGL Limited, Environmental Research Associates, Sidney, BC",UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,LGL2020:37,,2,reported,unobserved,,75494,VAS,75494,Arabis eschscholtziana,accepted
Arbutus menziesii,Pursh,,arbutus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Arbutoideae,,Arbutus,Arbutus menziesii,,,,native,S4? (2014),,1958-11-01,A. Jablanczy,UBC,V80828,,2024-10-06,Gavin Petersen,iNaturalist,246048709,,790,confirmed,observed,,51046,VAS,51046,Arbutus menziesii,accepted
Arceuthobium tsugense ssp. contortae,(Rosend.) G.N.Jones,Wass & Mathiasen,shore pine dwarf-mistletoe,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Santalales,,,Santalaceae,,Visceae,Arceuthobium,Arceuthobium tsugense,,Arceuthobium tsugense contortae,,native,S4 (2017),,2014-07-26,Else Mikkelsen,iNaturalist,9228336,,2021-06-26,Lou D,iNaturalist,84789758,,5,confirmed,observed,,234332,VAS,234332,Arceuthobium tsugense contortae,accepted
Arceuthobium tsugense ssp. mertensianae,(Rosend.) G.N.Jones,Hawksw. & Nickrent,mountain hemlock dwarf mistletoe,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Santalales,,,Santalaceae,,Visceae,Arceuthobium,Arceuthobium tsugense,,Arceuthobium tsugense mertensianae,,native,S3 (2017),,2020-07-01,"LGL Limited, Environmental Research Associates, Sidney, BC",UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,LGL2020:38,,2020-07-01,"LGL Limited, Environmental Research Associates, Sidney, BC",UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,LGL2020:38,,1,new 2020,unobserved,,234333,VAS,234333,Arceuthobium tsugense mertensianae,accepted
Arceuthobium tsugense ssp. tsugense,(Rosend.) G.N.Jones,,hemlock dwarf mistletoe,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Santalales,,,Santalaceae,,Visceae,Arceuthobium,Arceuthobium tsugense,,Arceuthobium tsugense tsugense,,native,S5 (2020),,2022-03-06,Gwen L'Hirondelle,iNaturalist,108158342,,2023-07-23,risao,iNaturalist,175325156,,2,new 2022,observed,,234334,VAS,234334,Arceuthobium tsugense tsugense,accepted
Arctium lappa,L.,,great burdock,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Carduoideae,Cardueae,Arctium,Arctium lappa,,,,exotic,SNA (2019),,2020-07-03,Bonnie Fairbairn,iNaturalist,51827258,,2024-08-12,Anne Rudd,iNaturalist,235467707,,11,new 2020,observed,,75501,VAS,75501,Arctium lappa,accepted
Arctium minus,(Hill) Bernh.,,lesser burdock,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Carduoideae,Cardueae,Arctium,Arctium minus,,,,exotic,SNA (2001),,1967-06-16,P. Warrington,University of Lethbridge,,,2024-08-18,Yanik Nill,iNaturalist,240781588,,73,confirmed,observed,,59570,VAS,59570,Arctium minus,accepted
Arctostaphylos × media,Greene,,hybrid manzanita,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Arbutoideae,,Arctostaphylos,Arctostaphylos ,Arctostaphylos × media,,,native,S4 (2015),,1962-02-21,Katherine I. Beamish,UBC,V94020,,2024-10-05,Steve Ansell,iNaturalist,245839902,,34,confirmed,observed,,181436,VAS,181436,Arctostaphylos × media,accepted
Arctostaphylos columbiana,Piper,,Columbia manzanita,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Arbutoideae,,Arctostaphylos,Arctostaphylos columbiana,,,,native,S4 (2014),,1946-04-13,Thomas M.C. Taylor,UBC,V107548,,2024-10-05,Steve Ansell,iNaturalist,245840976,,150,confirmed,observed,,75505,VAS,75505,Arctostaphylos columbiana,accepted
Arctostaphylos uva-ursi,(L.) Spreng.,,bearberry,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Arbutoideae,,Arctostaphylos,Arctostaphylos uva-ursi,,,,native,S5 (2015),,1912-08-11,John Davidson,UBC,V15837,,2024-10-05,Steve Ansell,iNaturalist,245841179,,289,confirmed,observed,,68049,VAS,68049,Arctostaphylos uva-ursi,accepted
Argentina anserina,(L.) Rydb.,,common silverweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,Potentilleae,Argentina,Argentina anserina,,,,native,S5 (2000),,1996-04-27,J. Burke Korol,iNaturalist,9781155,,2024-09-08,ellisjul,iNaturalist,240637605,,47,confirmed,observed,,158615,VAS,158615,Argentina anserina,accepted
Argentina pacifica,(Howell) Rydb.,,pacific silverweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,Potentilleae,Argentina,Argentina pacifica,,,,native,S5 (2000),,2004-08-12,Nick Page,Effects of Fish Habitat Restoration Activities on Plant Communities in the Squamish River Estuary: Summary Report,NPAGE2004:1,,2024-10-06,rm1997,iNaturalist,246057513,,45,confirmed,observed,Reported as: Potentilla anserina ssp. pacifica ; iNat: needs i.d. taxonomy not settled,524900,VAS,524900,Argentina pacifica,accepted
Armoracia rusticana,"G.Gaertn., B.Mey. & Scherb.",,common horseradish,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,Brassicoideae,Cardamineae,Armoracia,Armoracia rusticana ,,,,exotic,SNA (2019),,2022-07-20,,,,,2022-07-20,,,,,1,new 2022,unobserved,,75566,VAS,75566,Armoracia rusticana,accepted
Arnica angustifolia ssp. angustifolia,(Vahl.) Maguire,,narrow-leaf arnica,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Madieae,Arnica,Arnica angustifolia,,Arnica angustifolia angustifolia,,native,S5,,2020-07-01,"LGL Limited, Environmental Research Associates, Sidney, BC",UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,LGL2020:43,,2020-07-01,"LGL Limited, Environmental Research Associates, Sidney, BC",UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,LGL2020:43,,1,new 2020,unobserved,somewhat out of range? usually in northern BC,234430,VAS,234430,Arnica angustifolia angustifolia,accepted
Arnica cordifolia,Hook.,,heartleaf arnica,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Madieae,Arnica,Arnica cordifolia,,,,native,S5 (2015),,1956-08-07,Vernon C. Brink,UBC,V55449,,2023-06-30,Ash,iNaturalist,172213714,,8,confirmed,observed,,75569,VAS,75569,Arnica cordifolia,accepted
Arnica gracilis,Rydb.,,slender leopardbane,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Madieae,Arnica,Arnica gracilis,,,,native,S5 (2000),,1961-08-19,E.B. Peterson,UBC,V97820,,2020-07-01,"LGL Limited, Environmental Research Associates, Sidney, BC",UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,LGL2020:45,,2,reported,unobserved,,158686,VAS,158686,Arnica gracilis,accepted
Arnica lanceolata ssp. prima,Nutt.,(Maguire) Strother & S.J.Wolf,clasping arnica,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Madieae,Arnica,Arnica lanceolata,,Arnica lanceolata prima,,native,S5? (2015),,1951-09-11,W. Cottle,UBC,V27388,,2024-09-19,Terry M,iNaturalist,242907456,,23,confirmed,observed,,79623,VAS,79623,Arnica lanceolata prima,accepted
Arnica latifolia,Bong.,,broadleaf arnica,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Madieae,Arnica,Arnica latifolia,,,,native,S5 (2015),,1951-07-21,W. Cottle,UBC,V27389,,2024-10-13,brenmart,iNaturalist,247223849,,143,confirmed,observed,,75573,VAS,75573,Arnica latifolia,accepted
Arnica mollis,Hook.,,hairy arnica,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Madieae,Arnica,Arnica mollis,,,,native,S5 (2015),,2020-09-11,judith holm,iNaturalist,59543194,,2023-08-04,chelsl,iNaturalist,232328835,,3,new 2020,observed,,75575,VAS,75575,Arnica mollis,accepted
Arnica ovata,Greene,,sticky leaf arnica,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Madieae,Arnica,Arnica ovata,,,,native,S5 (2015),,2020-07-01,"LGL Limited, Environmental Research Associates, Sidney, BC",UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,LGL2020:47,,2020-07-01,"LGL Limited, Environmental Research Associates, Sidney, BC",UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,LGL2020:47,,1,new 2020,unobserved,,75577,VAS,75577,Arnica ovata,accepted
Arnica parryi,A. Gray,,nodding arnica,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Madieae,Arnica,Arnica parryi,,,,native,S5 (2015),,1912-08-13,John Davidson,UBC,V9224,,2023-08-01,teagan_maclachlan,iNaturalist,178293247,,3,confirmed,observed,,75578,VAS,75578,Arnica parryi,accepted
Arnica rydbergii,Greene,,subalpine arnica,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Madieae,Arnica,Arnica rydbergii,,,,native,S5 (2019),,2019-08-24,Kelly Fretwell,iNaturalist,31817915,,2023-06-15,kaiden,iNaturalist,167874582,,3,new 2019,observed,,153042,VAS,153042,Arnica rydbergii,accepted
Artemisia norvegica ssp. saxatilis,Fr.,(Besser) H.M.Hall & Clem.,Norwegian mugwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Anthemideae,Artemisia,Artemisia norvegica,,Artemisia norvegica saxatilis,,native,S5 (2015),,1912-08-01,John Davidson,UBC,V9353,,2024-08-29,stem57,iNaturalist,240499131,,10,confirmed,observed,,79631,VAS,79631,Artemisia norvegica saxatilis,accepted
Artemisia vulgaris,L.,,common mugwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Anthemideae,Artemisia,Artemisia vulgaris,,,,exotic,SNA (2019),,2021-05-22,Radu Scurtescu,iNaturalist,79731787,,2024-08-16,Maksim Adzic,iNaturalist,236641914,,6,new 2021,observed,,52856,VAS,52856,Artemisia vulgaris,accepted
Arum italicum,Mill.,,Italian arum,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Alismatales,,,Araceae,Aroideae,Areae,Arum,Arum italicum,,,,exotic,SNA (2019),,2020-04-30,veganforsnow,iNaturalist,44520090,,2024-07-12,lesliesusan,iNaturalist,228875869,,3,new 2020,observed,,61168,VAS,61168,Arum italicum,accepted
Aruncus dioicus var. acuminatus,(Walter) Fernald,(Douglas ex Hook.) H.Hara,goatsbeard,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,Spiraeeae,Aruncus,Aruncus dioicus,,,Aruncus dioicus acuminatus,native,S5 (2015),,1967-06-04,Pat Warrington,University of Lethbridge,,,2024-09-18,Regan Cross,iNaturalist,242676392,,290,confirmed,observed,"Reported as Aruncus sylvester by Pat Warrington (University of Lethbridge, GBIF 2022 dataset)",80381,VAS,80381,Aruncus dioicus acuminatus,accepted
Asarum caudatum,Lindl.,,western wild ginger,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Piperales,,,Aristolochiaceae,Asaroideae,,Asarum,Asarum caudatum,,,,native,S5 (2015),,1960-05-24,L. Orloci,UBC,V90721,,2024-10-13,brenmart,iNaturalist,247227815,,96,confirmed,observed,,52858,VAS,52858,Asarum caudatum,accepted
Askellia pygmaea,(Richardson) W.A. Weber,,dwarf alpine hawks-beard,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,Cichorieae,Askellia,Askellia pygmaea,,,,native,S4S5 (2015),,1965-08-06,B. Fraser,UBC,V158322,,2023-08-03,Joanna Gower,iNaturalist,176901017,,7,confirmed,observed,UBC & LGL: Crepis nana,76477,VAS,738531,Askellia pygmaea,accepted
Asparagus officinalis,L.,,wild asparagus,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Asparagaceae,Asparagoideae,,Asparagus,Asparagus officinalis,,,,exotic,SNA (2001),,2015-07-14,judith holm,iNaturalist,9971627,,2024-08-30,Matthew Forster,iNaturalist,238861697,,4,confirmed,observed,,60265,VAS,60265,Asparagus officinalis,accepted
Aspidotis densa,(Brack.) Lellinger,,serpentine fern,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Pteridineae,,Pteridaceae,Cheilanthoideae,,Aspidotis,Aspidotis densa,,,,native,S5 (2015),,1993-05-24,Terry Taylor,RBCM,V182028,,2024-04-29,John D Reynolds,iNaturalist,212103334,,96,confirmed,observed,,63868,VAS,63868,Aspidotis densa,accepted
Asplenium trichomanes,L.,,maidenhair spleenwort,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Aspleniinae,,Aspleniaceae,,,Asplenium,Asplenium trichomanes,,,,native,S5 (2020),,1946-04-13,Thomas M.C. Taylor,UBC,V51390,,2024-10-06,Gavin Petersen,iNaturalist,246049828,,275,confirmed,observed,,75609,VAS,75609,Asplenium trichomanes,accepted
Athyrium distentifolium ssp. americanum,Tausch ex Opiz,(Butters) Hultén,American alpine lady fern,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Aspleniinae,,Athyriaceae,,,Athyrium,Athyrium distentifolium,,,,native,S5 (2015),,1960-08-16,E.B. Peterson,UBC,V100639,,2024-09-11,Eva van Emden,iNaturalist,241984269,,43,confirmed,observed,UBC: Athyrium alpestre subsp. americanum,80451,VAS,117385,Athyrium americanum,unaccepted
Athyrium filix-femina var. cyclosorum,(L.) Roth,Rupr.,lady fern,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Aspleniinae,,Athyriaceae,,,Athyrium,Athyrium filix-femina,,Athyrium filix-femina cyclosorum,,native,S5 (2015),,1951-08-02,M.R. Jackson,UBC,V47534,,2024-10-06,Heather Schneider,iNaturalist,246074997,,491,confirmed,observed,,52669,VAS,61002,Athyrium filix-femina cyclosorum,accepted
Atocion armeria,(L.) Raf.,,sweet william catchfly,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Caryophylloideae,Sileneae,Atocion,Atocion armeria,,,,exotic,SNA (2019),,2018-09-13,emmadunlop,iNaturalist,16496369,,2024-08-25,Harry Hill,iNaturalist,237982075,,8,new 2018,observed,,204246,VAS,204246,Atocion armeria,accepted
Atriplex patula,L.,,common orache,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Amaranthaceae,Chenopodioideae,Atripliceae,Atriplex,Atriplex patula,,,,exotic,SNA (2001),,2004-08-12,Nick Page,Effects of Fish Habitat Restoration Activities on Plant Communities in the Squamish River Estuary: Summary Report,NPAGE2004:4,,2024-09-01,judith holm,iNaturalist,239423278,,11,confirmed,observed,,60175,VAS,60175,Atriplex patula,accepted
Atriplex prostrata,Boucher ex DC.,,thinleaf orach,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Amaranthaceae,Chenopodioideae,Atripliceae,Atriplex,Atriplex prostrata,,,,exotic,SNA (2019),,2019-08-20,ridingbio,iNaturalist,42592483,,2024-10-06,kwright,iNaturalist,246009340,,31,new 2019,observed,,60176,VAS,60176,Atriplex prostrata,accepted
Barbarea orthoceras,Ledeb.,,American yellowrocket,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,Brassicoideae,Cardamineae,Barbarea,Barbarea orthoceras,,,,native,S5 (2015),,1961-05-25,"Katherine I. Beamish, Freek Vrugtman",UBC,V101048,,2024-06-15,Radu Scurtescu,iNaturalist,223461709,,35,confirmed,observed,,52976,VAS,52976,Barbarea orthoceras,accepted
Barbarea verna,(P. Mill.) Asch.,,early wintercress,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,Brassicoideae,Cardamineae,Barbarea,Barbarea verna,,,,exotic,SNA (2019),,2022-04-17,Chantal,iNaturalist,111887556,,2022-06-26,Lyrae,iNaturalist,125472090,,2,new 2022,observed,RBCM:  West Vancouver,71136,VAS,71136,Barbarea verna,accepted
Barbarea vulgaris,W.T. Aiton,,bittercress,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,Brassicoideae,Cardamineae,Barbarea,Barbarea vulgaris,,,,exotic,SNA (2001),,1967-06-10,P. Warrington,University of Lethbridge,,,2021-05-06,Roslyn,iNaturalist,77679277,,3,confirmed,observed,,56126,VAS,56126,Barbarea vulgaris,accepted
Bellis perennis,L.,,common daisy,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Astereae,Bellis,Bellis perennis,,,,exotic,SNA (2001),,2015-11-28,Riley Pollom,iNaturalist,2435111,,2024-06-17,teagan_maclachlan,iNaturalist,224807054,,77,confirmed,observed,,55563,VAS,55563,Bellis perennis,accepted
